Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0%,TREND MICRO Deutschland GmbH,trendmicro.com,TREND MICRO Deutschland,,Parkring 29,85748,Garching B. Munchen,Bayern,638km,DE,4703,154,Embedded Software Products,310,"Software, Manufacturers",7372,Prepackaged Software,HRB 114739,Corporation,2010,DE183145620,https://www.trendmicro.com,"4,98119E+17",1,2026-10-04 7:15:00,2026-10-04 7:15:00,1,1,5,,,https://www.facebook.com/trendaisecurity,https://www.linkedin.com/company/trendai-security/,https://www.youtube.com/user/TrendMicroInc,,https://www.instagram.com/trendaisecurity,,,,,,113391051,info@trendmicro.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/20049902,trendmicro
0%,Armatis Bordeaux,armatis.com,,,Hangar 17,33300,Bordeaux,Gironde,868km,FR,4640,0,Business Consulting and Services,7320Z,,8732,"Commercial Economic, Sociological, and Educational Research",797897048,,1900,FR79789704800022,https://www.armatis.com,33820320363,1,4/15/2026 16:42,4/15/2026 16:42,1,1,25,,,https://www.facebook.com/ArmatisFrance,https://www.linkedin.com/company/armatis/,https://www.youtube.com/c/Exp%C3%A9rienceclientarmatislc,,,,,,,,,contact@armatis.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/63322041,armatis
0.75,Engel & Völkers GmbH,engelvoelkers.com,,"Hot, Meer dan 6 pagina's bezocht, MS Places",Vancouverstr. 2A,20457,Hamburg,Hamburg,405km,DE,4578,795,Leasing Real Estate,1049,Financial And Investment Advisers,6531,Real Estate Agents and Managers,HRB 172452,Corporation,2023,,https://www.engelvoelkers.com,"4,94682E+16",1,4/16/2026 17:26,4/16/2026 17:26,1,1,5,,,https://www.facebook.com/engelvoelkersberlinresidential,https://www.linkedin.com/company/engelvoelkers-global/,https://www.youtube.com/channel/UCqhjjL8aQ5yEJS78i_9OChQ,,https://www.instagram.com/engelvoelkersberlinresidential,https://www.github.com/Leaflet/Leaflet,,https://www.xing.com/pages/engelvoelkers,,,245743000,info@engelvoelkers.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/20591292,engelvoelkers
0.1,University of Hawaii System,hawaii.edu,Cashiers Office,,2444 Dole st,96822,Honolulu,Honolulu,11704km,US,4540,12000,Higher Education,,,8221,"Colleges, Universities, and Professional Schools",,Corporation,1907,,https://www.hawaii.edu,18089568312,1,2026-10-05 10:12:00,2026-10-05 10:12:00,1,1,5,,,https://www.facebook.com/universityofhawaii,https://www.linkedin.com/company/hawaii-institute-of-marine-biology/,https://www.youtube.com/user/uhmagazine,,https://www.instagram.com/uhawaiinews,,,,,,$ 783.767.000,uhmcar@hawaii.edu,https://portal.leadinfo.com/inbox/custom-20260326-20260520/459788031,hawaii
0.05,Heyne Tillett Steel Ltd,uk.com,,,16 Chart Street,N16DD,London,Greater London,330km,GB,4485,187,Civil Engineering,71129,,8711,Engineering Services,7155581,Corporation,2010,7155581,https://uk.com,"4,43031E+16",1,5/19/2026 11:56,5/19/2026 12:02,1,1,65,,,,https://www.linkedin.com/company/heyne-tillett-steel/,,,https://www.instagram.com/heynetillettsteel,,,,,https://www.vimeo.com/heynetillettsteel,£ 22.327.761,info@uk.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4302502,uk
0.7,Sartorius AG,sartorius.com,,"Hot, Meer dan 6 pagina's bezocht",Otto-Brenner-Str. 20,37079,Göttingen,Niedersachsen,361km,DE,4426,13943,Industrial Machinery Manufacturing,2114,"Laboratory Supplies, Wholesalers",3559,"Special Industry Machinery, Not Elsewhere Classified",HRB 1970,Corporation,1870,DE115302222,https://www.sartorius.com,495513080,7,2026-06-05 11:56:00,5/20/2026 8:47,7,4,155,,,https://www.facebook.com/sartoriusglobal,https://www.linkedin.com/company/sartorius/,https://www.youtube.com/user/SartoriusTV,,,,,,,,€3.380.700.000,info@sartorius.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/20690291,sartorius
0.05,Afry Solutions UK Limited,afry.com,Afry,,920 Birchwood Boulevard,WA37QS,Warrington,Warrington,516km,GB,4410,115,Civil Engineering,71122,,8711,Engineering Services,1192469,Corporation,1974,1192469,https://afry.com,"4,41926E+16",4,4/24/2026 13:57,4/24/2026 13:58,1,1,90,,https://www.twitter.com/afrysuomi,https://www.facebook.com/afryofficial,https://www.linkedin.com/company/afry/,https://www.youtube.com/user/afconsultinsweden,,https://www.instagram.com/afry.official,,,https://www.xing.com/companies/p%C3%B6yrydeutschlandgmbh,,,£ 21.109.636,info@afry.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3290020,afry
0.5,Caceis Bank Spain sa.,caceis.com,,Hot,Paseo Del Club Deportivo (- pq. Empresarial la Finca) 1,28223,Pozuelo de Alarcon,Madrid,1427km,ES,4407,167,Banking,,,6021,National Commercial Banks,,Corporation,1935,,https://www.caceis.com,34911757889,1,2026-11-05 10:26:00,2026-11-05 10:26:00,1,1,15,,,,https://www.linkedin.com/company/caceis/,https://www.youtube.com/user/CACEISmedia,,,,,,,,€34.414.455,info@caceis.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/464099435,caceis
0.05,Hellmann Worldwide Logistics SE & Co. KG,hellmann.com,,"Hot, Meer dan 6 pagina's bezocht",Elbestr. 1,49090,Osnabruck,"Osnabrück, Stadt",235km,DE,4280,11743,"Transportation, Logistics and Storage",10780,Logistics Companies,4731,Arrangement of Transportation of Freight and Cargo,HRA 3760,Partnership of Unknown Type,1871,DE117659402,https://www.hellmann.com,495416050,8,3/27/2026 8:44,3/27/2026 15:13,3,1,990,,,https://www.facebook.com/HellmannLogistics,https://www.linkedin.com/company/hellmann-worldwide-logistics/,,,https://www.instagram.com/hellmanngermany,,,https://www.xing.com/pages/hellmannworldwidelogistics,,,3838965019,info@hellmann.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/21083938,hellmann
0.05,Forsvaret,forsvaret.no,,,Akershus Festning Glacisgata 1,150,Oslo,Oslo,972km,NO,4227,22094,Security and Investigations,84220,,9711,National Security,986105174,,2003,,https://www.forsvaret.no,4723098000,1,2026-07-04 13:15:00,2026-07-04 13:18:00,1,1,15,,,https://www.facebook.com/forsvaret,https://www.linkedin.com/company/norwegian-armed-forces/,,,https://www.instagram.com/kystvakten,,,,,,kr 365.111.730,kontakt@forsvaret.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23354294,forsvaret
0.15,Gensler Hong Kong Limited,gensler.com,,,13/F East Exchange Twr,,Causeway Bay,Wan Chai District,9323km,HK,4012,25,Business Consulting and Services,,,7389,"Business Services, Not Elsewhere Classified",53241461,Corporation,2010,,https://www.gensler.com,85239768000,3,2026-12-05 12:14:00,5/13/2026 3:39,2,2,145,,,https://www.facebook.com/GenslerDesign,https://www.linkedin.com/company/gensler/,,,https://www.instagram.com/gensler_design,,,,,,$ 10.727.341,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/260089642,gensler
0.05,Kcl Global Ltd,kcl.ac.uk,,,Europoint House,SE10NZ,London,Greater London,331km,GB,3911,3,Higher Education,85600,,8299,"Schools and Educational Services, Not Elsewhere Classified",10045508,Corporation,2016,10045508,https://www.kcl.ac.uk,"4,42078E+16",1,5/18/2026 10:01,5/18/2026 10:01,1,1,25,,,https://www.facebook.com/kingscollegelondon,https://www.linkedin.com/company/school-of-politics-and-economics/,https://www.youtube.com/user/kingscollegelondon,,https://www.instagram.com/lifeatkings,,,,,,£ 76.007,info-compliance@kcl.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3754551,kcl
0.05,Kroll Associates U.K. Limited,kroll.com,Kroll,,"The News Building, Level 6",SE19SG,London,Greater London,341km,GB,3891,196,Security Guards and Patrol Services,80300,,7381,"Detective, Guard, and Armored Car Services",2020412,Corporation,1986,2020412,https://www.kroll.com,"4,48081E+16",1,4/23/2026 14:08,4/23/2026 14:08,1,1,15,,,https://www.facebook.com/wearekroll,https://www.linkedin.com/company/kroll/,https://www.youtube.com/c/kroll,,https://www.instagram.com/wearekroll/#,,,,,,£ 45.865.491,info@redscan.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4902211,kroll
0.1,Marsh & McLennan Agency LLC,marshmma.com,Marsh,,9850 NW 41St st Ste 100,33178,Doral,Florida,7451km,US,3824,3997,Insurance,524210,,6411,"Insurance Agents, Brokers, and Service",4590524,Corporation,2008,,https://www.marshmma.com,13055910090,1,2026-11-05 9:00:00,2026-11-05 9:00:00,1,1,5,,,https://www.facebook.com/LifeatMMA,https://www.linkedin.com/company/marsh-mclennan-agency/,https://www.youtube.com/channel/UCN8Wd0k_PW9H_UcAxTb470Q,,https://www.instagram.com/lifeatmma,,,,,,$ 1.035.218.454,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465821616,marshmma
0.05,Nationwide Building Society,nationwide.co.uk,,MS Places,Nationwide House,SN31TA,Swindon,Swindon,446km,GB,3720,22042,Savings Institutions,64192,,6035,"Savings Institutions, Federally Chartered",106078,Non Profit Organization,1884,106078,https://www.nationwide.co.uk,"4,41794E+16",1,5/14/2026 13:09,5/14/2026 13:09,1,1,15,,,https://www.facebook.com/NationwideBuildingSociety,https://www.linkedin.com/company/nationwide-building-society/,https://www.youtube.com/user/nationwidebsocietyuk,,https://www.instagram.com/nationwidebuildingsociety,,,,,,£ 18.930.000.000,policyandpublicaffairs@nationwide.co.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/134420077,nationwide
0.35,Mutuelle Assurance Travailleur Mutualiste,matmut.fr,Matmut,"Hot, Meer dan 6 pagina's bezocht",66 Rue de Sotteville,76100,Rouen,Seine-Maritime,369km,FR,3658,5000,Insurance,6512Z,,6331,"Fire, Marine, and Casualty Insurance",775701477,Corporation,1969,FR77570147700017,https://www.matmut.fr,33235036868,14,3/27/2026 11:57,2026-12-05 14:38:00,10,4,340,,,https://www.facebook.com/MatmutAssurances,https://www.linkedin.com/company/matmut/,,,https://www.instagram.com/matmut,,,,,,1548930842,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/62478705,matmut
0.05,Centre Hospitalier Universitaire de Bordeaux,chu-bordeaux.fr,Siege Administratif,,12 Rue Dubernat,33400,Talence,Gironde,873km,FR,3616,10000,Hospitals,8610Z,,8062,General Medical and Surgical Hospitals,263305823,Government Body,1980,FR26330582300019,https://www.chu-bordeaux.fr,33556795679,1,2026-05-05 14:34:00,2026-05-05 14:34:00,1,1,15,,,https://www.facebook.com/CHUBordeaux,https://www.linkedin.com/company/chu-de-bordeaux/,https://www.youtube.com/user/CHUBordeaux,,https://www.instagram.com/chu.bordeauxfeed,,,,,,622272663,contact@dermtoderm.org,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50683431,chu-bordeaux
0.4,Ceva Sante Animale,ceva.com,,"Hot, Meer dan 6 pagina's bezocht",8 Rue de Logrono,33500,Libourne,Gironde,849km,FR,3423,1468,Pharmaceutical Manufacturing,2120Z,,2834,Pharmaceutical Preparations,301763405,Corporation,1981,FR30176340500224,https://www.ceva.com,33557554040,10,4/13/2026 18:25,2026-11-05 14:21:00,3,2,170,,,https://www.facebook.com/CevaSanteAnimaleGlobal,https://www.linkedin.com/company/ceva-sante-animale/,https://www.youtube.com/user/CevaTV1,,https://www.instagram.com/cevasanteanimale,,,,,,946168000,contact@ceva.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50761762,ceva
0.2,Deloitte Deutschland GmbH Wirtschaftsprufungsgesellschaft,deloitte.com,,,Rosenheimer Platz 4,81669,Munchen,Bayern,644km,DE,3405,0,Business Consulting and Services,3580,"Business, Tax And Management Consultants",8721,"Accounting, Auditing, and Bookkeeping Services",,,1845,,https://www.deloitte.com,4989290360,1,4/15/2026 16:57,4/15/2026 16:57,1,1,5,,,https://www.facebook.com/deloitte,https://www.linkedin.com/company/accenture-global-investments-india-private-limited/,https://www.youtube.com/user/deloittevideo/featured,,https://www.instagram.com/deloitte_ireland,,,https://www.xing.com/companies/deloitteswitzerland,,,,kontakt@deloitte.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/462670166,deloitte
0.7,Deloitte,deloitte.com,,"Hot, Meer dan 6 pagina's bezocht",6 Place de la Pyramide,92800,Puteaux,Hauts-De-Seine,371km,FR,3405,8,Financial Services,6920Z,,8721,"Accounting, Auditing, and Bookkeeping Services",434209797,Corporation,2001,FR43420979700027,https://www.deloitte.com,33557195000,6,4/22/2026 15:49,5/19/2026 17:34,5,2,110,,,https://www.facebook.com/deloitte,https://www.linkedin.com/company/microeconomix/,https://www.youtube.com/user/deloittevideo/featured,,https://www.instagram.com/deloitte_ireland,,,https://www.xing.com/companies/deloitteswitzerland,,,€53.214.619,kontakt@deloitte.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/56028457,deloitte
0.45,Deme Group,deme-group.com,Deme Group,"Hot, Meer dan 6 pagina's bezocht, linkedin",Scheldedijk 30,2070,Zwijndrecht,Baarle-Nassau,71km,BE,3397,4,Civil Engineering,64210,Activities of holding companies,6719,"Offices of Holding Companies, Not Elsewhere Classified",787829347,Corporation,2022,BE0404616494,https://www.deme-group.com,3232505211,3,2026-01-04 12:38:00,2026-01-04 12:39:00,1,1,45,,,https://www.facebook.com/DEMEgroup,https://www.linkedin.com/company/demegroup/,https://www.youtube.com/user/DEMEGroup,,https://www.instagram.com/demegroup,,,,,,€7.283.507,info@deme-group.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/472477153,deme-group
0.6,Ministerie van Defensie,defensie.nl,Dto,"Hot, Meer dan 6 pagina's bezocht",Plein 4,2511CR,s-Gravenhage,Zuid-Holland,36km,NL,3396,69654,Security and Investigations,84220,Defence activities,9711,National Security,27370985,Local Government Body,1959,,https://www.defensie.nl,31889502020,3,4/14/2026 7:26,5/19/2026 11:37,3,3,25,,,https://www.facebook.com/MinvanDefensie,https://www.linkedin.com/company/ministerie-van-defensie/,https://www.youtube.com/user/werkenbijdefensie,,https://www.instagram.com/minvandefensie,,,,,,18858550,info@werkenbijdefensie.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/67826,defensie
0%,Bsi Professional Services (Uk) Limited,bsigroup.com,,,Eighth,WC2E9RA,London,Greater London,333km,GB,3387,51,IT System Operations and Maintenance,62090,,7379,"Computer Related Services, Not Elsewhere Classified",6736691,Corporation,2008,6736691,https://www.bsigroup.com,"4,43451E+16",2,2026-11-05 17:06:00,2026-11-05 17:28:00,1,1,30,,,https://www.facebook.com/BritishStandardsInstitution,https://www.linkedin.com/company/bsi/,https://www.youtube.com/c/BritishStandardsInstitution,,,,,https://www.xing.com/company/bsigroupdeutschlandgmbh,,,£ 11.354.669,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/6674154,bsigroup
0.75,Technische Universiteit Eindhoven,tue.nl,,"Hot, Meer dan 6 pagina's bezocht",Groene Loper 3,5612AE,Eindhoven,Noord-Brabant,71km,NL,3240,4531,Higher Education,85402,Higher education,8221,"Colleges, Universities, and Professional Schools",51278871,Local Government Body,2010,NL807020783B01,https://www.tue.nl,31402473090,2,2026-08-05 11:03:00,2026-08-05 12:33:00,2,1,80,,https://twitter.com/sg_tue/,https://www.facebook.com/TU.Eindhoven,https://www.linkedin.com/company/gogreenoffice/,https://www.youtube.com/user/tueindhoven,,https://www.instagram.com/tueindhoven,,,,,,552000,student.psychologists@tue.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/124838658,tue
0.75,Stichting Fontys,fontys.nl,Fontys Hogescholen,"Hot, Meer dan 6 pagina's bezocht, Room Booking pagina, Contact, Digital Signage",Rachelsmolen 1,5612MA,Eindhoven,Noord-Brabant,71km,NL,3234,3600,Higher Education,85401,Higher education,8221,"Colleges, Universities, and Professional Schools",41097718,Non Profit Organization,1991,,https://www.fontys.nl,31885080000,3,2026-09-04 11:13:00,5/19/2026 14:42,3,3,195,,,https://www.facebook.com/msg/FontysHogeschool,https://www.linkedin.com/company/fontysfect/,https://www.youtube.com/user/FontysHogescholen,,https://www.instagram.com/fontys_hogeschool,,,,,,€3.993.408,info@fontys.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/33107,fontys
0.05,Mercy Children's Hospital,childrensmercy.org,Childrens Mrcy Kans Cy Adele H,,2401 Gillham RD,64108,Kansas City,West Virginia,7255km,US,3230,7000,Hospitals and Health Care,622110,,8062,General Medical and Surgical Hospitals,n00562879,Corporation,1897,,https://www.childrensmercy.org,18162343400,1,4/13/2026 15:05,4/13/2026 15:06,1,1,75,,https://twitter.com/childrensmercy/,https://www.facebook.com/ChildrensMercy,https://www.linkedin.com/company/children-s-mercy-hospital/,,,https://www.instagram.com/childrensmercy,,,,,,$ 2.141.390.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/193173794,childrensmercy
0.05,Kohlberg Kravis Roberts & co. Ltd,kkr.com,,,7 Carlton Gardens Stirling Square,SW1Y5AD,London,Greater London,334km,GB,3219,150,Financial Services,64999,,6159,Miscellaneous business Credit Institutions,3657682,Corporation,1998,3657682,https://www.kkr.com,"4,42078E+16",1,4/28/2026 11:25,4/28/2026 11:25,1,1,5,,,,https://www.linkedin.com/company/kkr/,,,,,,,,,£ 101.122.648,info@kkr.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/4145187,kkr
0.75,Toronto Metropolitan University,torontomu.ca,,"Hot, Meer dan 6 pagina's bezocht, MS Places",350 Victoria st,M5B2K3,Toronto,Ontario,5993km,CA,3214,1400,Higher Education,82210005,,8221,"Colleges, Universities, and Professional Schools",,Non Profit Organization,1948,,https://www.torontomu.ca,31733805003,20,3/31/2026 3:21,5/18/2026 8:03,20,5,100,,,https://www.facebook.com/torontomet,https://www.linkedin.com/company/torontometropolitanuniversity/,,,https://www.instagram.com/torontomet,,,,,,$ 833.170.000,ele@torontomu.ca,https://portal.leadinfo.com/inbox/custom-20260326-20260520/461157948,torontomu
0.05,Barco Control Rooms GmbH,barco.com,,,Beneluxpark 21,8500,Kortrijk,Baden-Wurttemberg,152km,DE,3202,162,Measuring and Control Instrument Manufacturing,784,"Electrical Engineering, Electronics And Computers, Manufacturers",3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",HRB 102241,Corporation,2014,DE185910027,https://www.barco.com,4972162010,2,2026-02-04 10:18:00,2026-02-04 10:35:00,1,1,60,,,https://www.facebook.com/barco,https://www.linkedin.com/company/barco/,https://www.youtube.com/user/barcoTV,,https://www.instagram.com/barco_nv,,,,,,14500000,info@barco.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/78751692,barco
0.05,OC Pasteur,pasteur.fr,,,4 Rue du Docteur Roux,75015,Paris 15,Saint-Denis,374km,FR,3102,4,Research Services,8622C,,8011,Offices and Clinics of Doctors of Medicine,908134844,Corporation,2021,FR90813484400012,https://www.pasteur.fr,33145688000,3,2026-07-05 9:09:00,2026-07-05 11:39:00,2,1,45,,,https://www.facebook.com/InstitutPasteur,https://www.linkedin.com/company/institut-pasteur/,https://www.youtube.com/user/institutpasteurvideo,,https://www.instagram.com/institut.pasteur,,,,,,177268,web@pasteur.fr,https://portal.leadinfo.com/inbox/custom-20260326-20260520/447624920,pasteur
